GeneSymbol	Mix1	Mix2	Mix3	Mix4	Mix5
ACTR3B	86.36912547264	94.56411000832	84.31811562958	97.18469398494	97.9320535273
ACTR5	487.866377498	425.822997957	329.31304028	406.881116485	262.642751039
ACTR6	387.44283873	374.030074316	514.578021493	296.2207304065	378.889750383
ACTR8	355.226962271	304.283639401	273.797472759	372.727999785	298.790658334
ACVR1	379.289772194	447.832660251	444.602045304	442.113489686	543.620649143
ACVR1B	137.5536298485	145.0768741553	168.7052706521	174.4249518164	201.9694680832
ACVR2A	450.60777095	440.446170993	358.433951322	453.274718525	423.905859835
ACVR2B	537.02314804	501.354590234	387.860133211	543.125545875	400.325457737
ACVRL1	105.5938758073	114.1969422042	78.9845447615	82.4994726918	84.3079267104
ACY1	179.4984953496	212.2240578606	266.5098385806	202.3859488652	286.6140782362
ACYP1	347.8009712128	299.7171470453	308.6813496008	189.0815093461	141.3627164477
ACYP2	409.458992805	394.048900386	356.55851537	343.183370351	299.929398474
ADA	532.2796662602	565.49545965	764.294491758	352.0549638024	631.986353425
ADAM10	377.562251971	398.681081302	481.495796614	351.708545736	436.804090981
ADAM11	46.8972858965	61.8690075915	50.8002334734	43.3280036817	63.3965149958
ADAM12	180.7235099963	205.5495135707	150.1204948833	298.350617361	296.9381320351
ADAM15	54.3210205672	85.6716542689	101.2658742639	34.1068634867	95.3390784834
ADAM17	316.1900852562	337.2888240707	354.7463116341	400.985193939	434.3553809579
ADAM18	124.8681092842	126.7417081084	84.579559915	135.4181339642	116.5710596743
ADAM19	606.614309164	569.8692180302	259.7819062822	664.8176166554	443.9482243896
ADAM2	39.66250549456	27.62071210358	27.67325751665	45.13033827856	37.14353702597
ADAM20	208.2270895901	189.3497286172	137.8966779839	227.9649747847	167.2878618528
ADAM21	388.3500167138	338.311820583	280.8290278518	408.0444230118	300.728870271
ADAM22	26.503354254	25.9386909064	22.3245559448	32.4018110084	28.9066040091
ADAM23	214.463098543	204.8827783816	149.4283294178	210.6629982418	168.0293737602
ADAM28	599.6649853044	507.8437872989	101.5430563934	605.8435735763	200.4945466101
ADAM29	42.9202740281	44.1546136592	31.5432132754	58.5083751012	50.8769171199
ADAM30	158.8575253444	155.2764746634	113.6470133209	160.6281966434	126.9314056372
ADAM3A	16.00318251896	12.68744734564	15.36710810458	20.61524032666	23.07902934918
ADAM5P	257.4887607661	258.7641754626	151.3454558671	277.4470707222	190.6950876563
ADAM7	36.57826777496	41.5851286867	31.64348775878	42.59838828926	41.1624400976
ADAM8	244.4599850853	314.2630011445	373.4158068169	532.1157276594	639.1781367966
ADAM9	160.473273833	337.8638201574	591.9278033962	448.7709390526	1124.61697723
ADAMDEC1	351.7709226207	507.6668018148	1011.7535298878	446.630648021	1824.456385207
ADAMTS1	78.96400703404	71.9285886225	149.56441253438	65.5631599829	59.82214734896
ADAMTS12	273.390071368	251.235010132	168.691348748	317.486791528	230.992334474
ADAMTS13	65.5030293081	58.5173971997	58.2544116227	66.0852589595	63.5867192112
ADAMTS2	109.704094958	107.377815555	85.4330569606	124.3617958883	104.8564850695
ADAMTS3	81.8617048785	93.2098574528	56.8473955137	157.3848106529	116.2821716821
ADAMTS5	217.7072828371	192.1834342258	110.6454973051	211.2186272591	113.3186367698
ADAMTS6	113.32525550572	109.49888099604	107.32753950058	157.96291816594	149.72474741962
ADAMTS8	21.86686406018	30.9157575169	25.7621982103	17.16576230532	22.3467885531
ADAMTSL2	6.80207124745	8.62908387113	7.84624363465	7.09584518284	9.46536971486
ADAMTSL3	139.6953139138	119.3859437809	70.5003392713	138.5968593922	84.8692982153
ADAP1	450.932590303	464.996193826	624.105835173	676.080596136	825.757381393
ADAP2	262.037323369	341.313479023	508.869439412	339.556540287	738.308947262
ADAR	4085.72955409	4338.0287219	4585.39952438	4077.65661051	4425.43823784
ADARB1	149.1103104748	154.784922142	121.48786082	161.0709889602	141.9642605662
ADARB2	32.5567474743	33.9281050994	31.9647646109	36.1512882771	35.9019661491
ADAT1	430.884045477	390.451851885	343.814336655	404.129269761	348.482124332
ADCK2	321.188215958	302.940204855	268.594981486	261.728152729	224.956573332
ADCK3	826.23694731	938.572770433	604.156143457	875.588009269	800.342818386
ADCY1	110.2519915943	114.3501928173	77.2060709525	112.6668850906	95.3079194798
ADCY10	101.4110111041	95.3862886153	62.6325595405	110.3298962159	83.000327174
ADCY2	192.6901578337	158.9797514886	103.1299836518	193.2982436602	115.4762243806
ADCY3	325.530092222	350.027457236	338.269854803	297.776882769	406.810146023
ADCY6	199.0919090853	190.2205032182	149.4336421344	216.7855153253	187.3442151214
ADCY7	885.328271352	931.597829741	1627.523821167	777.831036653	1107.982620657
ADCY8	35.4235335536	37.5170530391	28.85352684345	54.44094285755	53.716458052
ADCY9	90.5594463802	97.5982475571	215.1705896347	68.4924734608	133.5274815489
ADCYAP1	247.0378275925	258.0033751052	184.1891796411	437.2623150213	338.0008404404
ADCYAP1R1	114.6043269297	112.7807589616	126.3860845454	108.1634457412	110.70940325
ADD1	1339.565736851	1193.568070818	1017.820473797	1187.401812458	887.150544853
ADD2	158.3251121653	150.7797078318	64.019782918	144.9234448099	79.7432187027
ADD3	6422.520823901	5170.62963324	3413.667351646	4637.214946542	2062.31807403
ADH1A	87.5624461223	96.4329264033	77.7264471884	104.4714259506	96.0456474552
ADH1B	82.225147712	73.8582190128	64.759491338	91.5030363943	74.2144993012
ADH1C	17.08922987818	17.20585299451	11.58815044674	14.10190783481	9.12121011391
ADH5	934.53773252	839.897746696	979.904101669	739.237089192	764.434324781
ADH6	89.1014908523	84.0887751936	66.4941486782	94.5500006657	76.173257462
ADH7	175.7509444971	154.0441490176	133.670601368	178.8440034505	134.6267773411
ADI1	1078.782659641	1298.412732956	999.635292617	1393.399410981	1531.138520299
ADIPOQ	149.2141092442	139.7494087416	100.0951002847	166.7999883653	124.6651652854
ADIPOR1	1008.15627358	1112.693570231	1042.062020211	1270.105067619	1497.23267097
ADIPOR2	1014.41936652	1133.906346585	1340.703235225	1540.376555867	1692.316086423
ADK	761.230693951	718.373751035	490.970567135	650.268862738	567.843121171
ADM	186.1880496427	394.3395148414	343.7489336042	1336.1960325342	1732.0954296899
ADM2	142.7699394294	155.6425756952	146.5803739404	189.4962709575	197.9788158626
ADNP	1389.699406995	1312.630607181	1489.595318663	1505.1566283289999	1495.972615114
ADNP2	510.431554885	511.703116143	450.178446309	582.644447566	565.162067164
ADO	456.482870836	523.393734931	838.968256661	469.224110035	773.886083759
ADORA1	143.0442949181	148.331396665	149.6356001031	151.7864862864	158.3025567768
ADORA2A	461.92771082	478.7769585056	408.7460912418	529.1775590968	593.9932079222
ADORA2B	157.8080512758	211.6304006868	199.917992966	497.3446927855	533.912952111
ADORA3	310.28515964	366.267134363	231.66364498	667.81737115400006	757.9848163168
ADPGK	2489.47768632	2629.40168817	2431.50868328	2878.94366799	3070.41583058
ADPRH	45.36923947515	53.453571924	69.08626080745	58.53824028985	83.3531215845
ADRA1A	52.5689938643	49.0998878298	45.4160220933	50.909563212	45.1356785771
ADRA1B	42.6500167781	51.6900889841	33.5441930551	41.728039539	39.3694691595
ADRA1D	39.5670103755	43.3029569318	27.0246420145	44.4546170964	38.3476609744
ADRA2A	155.19055195	134.8425449226	88.7341707266	185.433509944	128.4362320887
ADRA2B	212.690075707	198.670311873	176.8328932616	227.0068684238	202.7420737752
ADRA2C	32.02186893372	46.4377179317	40.78379573621	41.64806204097	58.0252237161
ADRB1	8.5907453552	9.77227269934	10.36459911885	11.89327113288	15.30906074871
ADRB2	553.2825186389	560.1425371188	1258.9939611391	1117.0227347518	1168.0352966389
ADRB3	19.2011596234	20.2674016099	17.2058402787	22.1208372467	22.0765383396
ADRBK1	954.809218418	892.216802746	1104.53770956	820.830332436	829.43165164
ADRBK2	261.258544132	309.380499881	360.306760261	322.528049951	430.948930951
ADRM1	1120.287563616	1181.333867198	1322.726151109	975.492169032	1145.993299596
ADSL	1447.894797402	1341.581249815	1221.220296432	1079.994986469	894.233180983
ADSS	1109.577409403	1030.595083981	1202.379951646	1054.658054628	992.131094116
AEBP1	71.2744921672	83.7326990273	46.8988019402	70.903833085	56.1406213611
AEN	272.7848692821	291.1856632377	220.6896309353	229.5271728722	205.653946571
AES	1939.909163064	1773.144593829	1424.735173862	997.1044139829	655.912205471
AFAP1	24.5495383916	26.7909437014	23.13926253438	18.5458350984	16.8676424007
AFF1	291.37196473	307.058583202	227.491845612	316.347615609	285.229771285
AFF2	53.2360030104	50.3320488078	34.9952289586	56.474949297	41.6066067549
AFF3	12.42127074306	10.96155544902	6.86638451416	11.5848601739	7.7821380238
AFF4	180.6177499627	194.4584337014	153.3891617156	267.5243762939	257.2624863934
AFG3L2	677.719018294	692.633270154	618.247556587	586.919255173	538.801923527
AFM	149.6808832582	143.4014406794	82.872246607	149.0880794213	94.631680422
AFP	74.9971669388	82.4890088596	65.6587795796	72.0244460941	71.0768798226
AFTPH	3786.22458385	3527.66298089	2136.34337067	3766.40400898	2521.49035936
AGA	543.293445607	642.540136597	381.365344479	439.83075681	343.458640924
AGAP1	147.51572878140001	126.3567262822	166.0137358674	150.5711929486	110.35072644
AGAP2	99.4921132403	106.4074999258	93.6483794417	90.9983335629	93.2642230641
AGBL2	142.901858297	132.4607316686	88.8289950861	127.9011752916	87.1937896958
AGBL5	49.6960089923	64.9970029357	50.3739265606	41.2072842614	47.9895255195
AGER	42.4991462619	49.2597240483	35.7558368558	39.1039247917	41.4240016708
AGFG1	475.418036028	518.511635968	582.783901449	525.945404333	639.576175481
AGFG2	172.2458493572	155.1052205404	131.554140337	142.4799763108	124.77977706
AGGF1	482.388189187	513.690413811	614.37048321299994	448.166173997	574.337614335
AGK	537.719660689	530.016340881	674.845713651	400.937604821	378.350293877
AGL	593.533416637	514.271777867	560.014220302	526.579422524	454.254406459
AGPAT1	1353.914551893	1278.681737994	981.06221391	1273.366522453	1035.898491069
AGPAT2	455.659075676	461.895345111	398.737288381	539.116138725	503.825235975
AGPAT3	188.1277978806	229.4640033892	238.8235701714	169.3453647587	237.236637639
AGPAT4	93.3327576744	112.4083319701	207.4390731735	91.7985567002	182.3348414689
AGPAT5	1410.545583667	1331.277178977	739.300186716	1207.347247424	506.477153778
AGPS	657.02645775	643.631006877	716.048109131	623.210035109	668.409091344
AGR2	5.62983403763	5.88941770277	7.02832283982	7.91267604482	8.52192985861
AGRN	258.732772666	333.592983018	360.641956434	297.252434586	491.15291046
AGRP	224.7314070593	228.0452874663	117.7097409102	214.5686354315	118.822823778
AGT	269.9747079884	244.943047941	169.6599616522	272.4615929394	184.0044799824
AGTPBP1	562.907597563	603.081556317	913.380521586	912.049165586	1068.090398774
AGTR1	161.5482636708	156.7512304992	96.6437237896	157.8588860232	104.4838394604
AGTR2	56.5920988199	57.4910306255	37.0261675897	68.0805297069	54.8194029902
AGXT	11.29822212715	11.88317897186	11.94839950232	9.57168363656	9.75842883824
AGXT2L1	108.613503078	100.7408456813	56.7629779105	104.5206969415	66.774591355
AHCTF1	133.3412906184	153.8234830696	111.8682772699	197.8531665802	226.9680853167
AHCY	711.210134711	724.956758157	682.761061765	656.991275536	1020.231486781
AHCYL1	1038.494659304	1144.279299324	1315.996115886	994.370270763	1284.796237956
AHCYL2	425.179279726	419.798630978	314.258508606	410.950999968	364.189077552
AHDC1	102.4218461966	108.6251900955	125.2888538447	82.6074274924	97.6619707287
AHI1	429.150769608	424.946283641	283.541627852	458.135066065	308.803721236
AHNAK	825.2863756794	788.96443251	922.5810495687	605.1249658885	581.835771199
AHNAK2	76.054787094900007	69.2702996763	62.2487329719	78.9883252931	62.0043300976
AHR	156.90536630178	245.3681044117	396.0216943598	258.70663291904	561.826153018
AHSA1	1020.0784626439	1097.6920904007	1314.1313380943	873.5712861404	1054.959097229
AHSG	25.34667431832	30.2980875268	30.53560863481	23.05568439307	27.6712604135
AHSP	106.5724018792	108.7571015361	86.243980082	135.4122703575	131.1836901595
AICDA	82.2039316232	95.3782214612	61.334979017	78.8756616649	58.8654562569
AIF1	437.1365868402	822.0832090454	1778.2051962593	1577.9912658724	3444.2810384828
AIFM1	779.760465478	771.267409257	688.410618541	688.269387225	694.673558796
AIM1	2719.579595044	2237.393999669	1849.552937272	2290.19487134	1825.515621753
AIM1L	31.2531150169	38.7478526044	28.4562086405	32.4369044413	30.03965986356
AIM2	1343.2759014992	867.8888836084	521.5171680618	960.559311029	586.8791407882
AIMP1	948.966331299	891.751919027	757.393306274	723.833070222	552.762151041
AIMP2	1057.060307542	1151.473662506	1120.793391704	1200.065411911	1184.720292806
AIP	1314.670098334	1199.545894571	1012.632533613	962.301043197	801.540655652
AIPL1	125.2053382143	127.8583117551	112.3547279822	122.8773930194	110.9123238183
AIRE	63.0556265173	77.2735444447	54.0038168157	57.26528392	58.259730624
AJAP1	77.6469424548	68.9481743532	43.0850797878	86.0966389832	63.8067251052
AK1	334.9899061189	336.095686372	322.0567683263	242.158275584	223.2614626112
AK2	682.92752918	641.288478165	633.68143985	653.136725904	614.767538995
AK5	272.4219388912	251.8093122485	146.9767219784	222.7726117038	117.5959084401
AKAP1	620.987714712	556.742422065	409.711431422	508.803234458	378.257140019
AKAP10	233.726359861	247.899454388	275.374192205	228.484706786	275.524022118
AKAP11	1888.98477484	1599.999322123	1409.620327088	1503.675637806	1330.396595963
AKAP12	90.174656542	131.3414400616	107.1967926093	522.0548269236	441.9878259641
AKAP13	928.21726221	893.416439874	1010.138142932	834.006895661	859.585506448
AKAP3	40.4179839614	44.3554167233	36.1704874752	41.2245363078	40.6448636559
AKAP4	34.1904079564	35.0238085043	45.2104871966	36.4186155373	43.833490562
AKAP5	74.0119065355	85.3096808019	90.8563934112	70.0726303368	60.9241847325
AKAP6	51.3836787064	48.0720084629	56.1679073255	74.6746224629	75.3280391454
AKAP7	318.03567083	293.1074566558	302.9189935804	221.3711272654	197.8442311516
AKAP8	718.448606644	680.853537893	617.792183904	706.63681375	636.472992855
AKAP8L	511.254855412	483.255333897	376.039300428	420.26318783	342.881919899
AKAP9	282.319291858	258.293201241	258.64425893600003	273.019147465	245.72929371
AKIRIN1	716.259996867	718.520409524	662.11423057	739.821464762	762.286445976
AKR1A1	1449.570661142	1715.98129789	1549.507419713	1330.510052596	1630.685634508
AKR1B1	4111.10002358	3732.074930484	4695.65311416	2821.321648564	3173.823318678
AKR1B10	145.93601607195	132.5491885572	103.05519368315	128.9896488365	90.78788177579
AKR1C1	157.0293734437	231.8387237012	202.0699635492	167.4569728905	251.1743023265
AKR1C2	20.68767420995	22.0115796969	19.41341161195	20.769729238	19.81485611519
AKR1C3	238.43151200796	335.3690613874	1641.84792137969	46.04643341929	372.45961355884
AKR1C4	10.81883767542	11.8540062967	12.9257948442	7.94395481939	9.59537063893
AKR1D1	74.8216673944	69.6053406002	51.1107435881	83.8725193202	62.7504959426
AKR7A2	821.375131711	780.997583496	708.657582905	665.808034817	561.199720582
AKR7A3	202.4702962539	202.5742857492	207.5686041645	157.7428798546	152.2306660083
AKT1	634.856337146	607.936298426	866.549940479	711.611870717	895.07513655
AKT2	45.4152939768	49.33133384644	55.36510735962	24.79281398492	34.01542770068
AKT3	161.5634351815	164.7453822386	129.5387164757	149.835015828	125.6953580385
AKTIP	954.572272223	919.907689356	706.710843655	681.533992105	547.63634257
ALAD	139.4291306328	166.6204044978	187.7857367442	122.0069321345	191.366211387
ALAS1	354.0148410492	580.217553	1080.158109499	836.1718527356	1656.352339621
ALAS2	9.54563086863	9.84570081487	8.99505341672	9.54204191564	9.1852677375
ALB	63.71168356	61.1332603622	45.2896394384	63.5043061376	47.3153901055
ALCAM	438.7216865915	607.164804206	676.8255316215	704.987904279	1182.353571907
ALDH18A1	858.549283277	848.786371596	593.60553579	614.969500609	350.942601693
ALDH1A1	85.63821398503	152.81975360873	343.65847504244	348.7639936314	663.0134755549
ALDH1A2	74.1000779902	109.5609870082	127.0226582612	107.2731098826	205.4236245793
ALDH1A3	17.56953894404	21.99962191638	15.71909336816	19.64659380812	20.5714549926
ALDH1B1	208.21055049	207.676465426	133.708953394	182.408533096	132.235629026
ALDH1L1	104.914083047	100.970532368	96.9973438137	82.3548983501	68.9001967124
ALDH2	581.911038883	945.106902068	1676.558501643	1032.456538384	2201.039489975
ALDH3A1	25.574615937	31.1649349799	38.9885561649	21.4297977416	32.2897498781
ALDH3A2	384.639823028	449.547511029	509.221306678	383.360957557	554.349579788
ALDH3B1	139.6938994122	181.8901226583	284.6685360637	256.6003481456	403.3861975417
ALDH3B2	71.266520261	68.9238380647	49.7786010098	79.2584083346	60.9043442461
ALDH4A1	53.4029124695	59.1082004377	84.3887130844	74.2058193818	107.4907354668
ALDH5A1	139.2706711197	135.6561673216	113.4791780084	99.6000862339	84.7726590414
ALDH6A1	573.769371278	577.164796185	409.149205767	474.423718311	393.209227541
ALDH7A1	100.1303321749	108.1552629228	67.1217353257	84.047391258	73.47125868428
ALDH8A1	71.9552029865	82.0902039482	63.8135221861	63.0155849803	57.1980114305
ALDH9A1	1463.494507167	1389.274330107	1743.056936126	1387.595797095	1913.682708644
ALDOA	6004.68324607	6481.08437999	7473.34771744	5276.52250362	6958.75182499
ALDOB	17.7974214842	18.9742899903	15.2125922745	19.110986067	17.1016009686
ALDOC	708.406894895	882.504156016	768.53980141	463.784889085	515.159605313
ALG12	115.6325179543	128.92314581	143.1766011934	67.8272804062	90.5630074403
ALG13	321.243028853	332.960747427	315.88485487	286.073535123	270.944670385
ALG3	575.046352962	630.792249222	484.484299283	424.3379071763	386.280215458
ALG5	2228.821388286	2351.957617037	1625.702415053	1923.98994857	1317.750176699
ALG6	1252.358949774	1128.545386113	877.842904693	1159.384910488	759.561243816
ALG8	971.072501748	1022.883339612	743.350767648	799.431712154	618.627199393
ALG9	481.231346143	545.306646153	351.442561882	372.083598836	286.818041324
ALK	97.9710191794	104.5802143543	96.9552626469	94.0146068509	105.6003415876
ALKBH1	667.439708272	694.022614454	662.058489076	665.495385552	680.241828166
ALKBH4	142.93301742	164.514464047	181.5367365709	120.5748501762	147.3941266153
ALLC	24.07971948105	30.34149561142	33.29052736054	24.32218632886	38.006259505
ALMS1	212.1459474287	198.8124688808	185.0884531617	196.1026383356	162.3006458493
ALOX12	32.1468017145	35.7471026434	36.430396047	43.2993046442	49.1306555604
ALOX12B	17.97070814048	17.5289681568	22.47701591564	17.67463039858	20.5010270705
ALOX12P2	57.825325431	60.1430836257	56.9140862462	68.5823099344	68.9431554581
ALOX15	16.76214804928	136.94099422259	84.8723929202	118.58530653812	342.20247552428
ALOX15B	136.8688194111	154.1268852502	156.3592800211	169.5628073613	235.2036897762
ALOX5	819.656307701	587.3728797178	415.9119060279	1385.0438517206	1004.744152538
ALOX5AP	3112.639872899	3003.975696434	5305.329178179	6751.717905942	7257.470493833
ALOXE3	76.2144845385	73.8696506053	52.1166605185	105.5739411942	85.0814201774
ALPI	6.02067363669	6.59399215895	5.72476237856	5.84182714199	6.15914631549
ALPK3	65.1807080607	68.3022272444	47.9628242713	58.7116047533	45.0966007444
ALPL	74.178166786	70.5896982504	73.7725739384	387.9250609557	446.86073843
ALPP	10.18622996498	11.31402007475	8.21492004824	9.60854949311	8.76897420565
ALPPL2	45.7771406382	47.390939924	48.241533636	46.5185616083	46.3149172862
ALS2CL	712.594315167	692.374704047	395.420767816	722.891407696	493.996102751
ALS2CR8	105.3128266446	90.46881944108	84.433962797	69.467115389879993	45.27863638586
ALX1	36.9741582423	38.2508871465	27.0026380907	46.8147304668	40.1433162456
ALX3	309.0441520995	293.724270289	186.3572540185	288.0409426805	189.0394484725
ALX4	27.81299179162	35.72679943987	18.58556480002	23.64748353753	18.90902366334
AMACR	152.609875163	156.7779323864	168.731363956	170.9548335584	188.5279019128
AMBN	43.5243577822	49.4257419166	45.1171774922	39.1916541358	42.7990868375
AMBP	9.90049787839	10.84812091002	11.4066378028	13.10883544	14.88031853184
AMBRA1	220.2627019168	220.7437483702	283.1530499896	176.7779407892	217.0053000574
AMD1	1203.015651406	1211.996805652	998.445877324	1471.589673148	1518.259834296
AMDHD2	129.3095660515	141.0213501443	138.6136898927	151.9080515575	220.7900154793
AMELX	34.46643912939	34.28097858144	35.75599512216	38.35285303647	38.25981294301
AMELY	24.02785830297	26.81334517878	20.90661558726	22.41911323866	20.68337241341
AMFR	682.294047598	510.732763598	332.530801315	624.527794804	381.363736676
AMH	57.1041599025	64.4917171072	40.9943136571	42.3481402148	34.2710223681
AMHR2	24.1245721745	29.3938125821	21.0490439221	40.0578543333	32.3795880743
AMIGO2	704.9269708161	527.002926161	483.6829061513	704.0082079671	395.3592023971
AMMECR1	401.469103167	366.755926782	377.365984105	259.439818835	217.378580762
AMN	180.0900448483	247.159832224	204.6757379464	185.9518827143	224.2561036061
AMOT	1268.324962137	1053.008503455	435.713216895	1189.403720144	425.704996079
AMOTL2	101.8803142261	112.2143438723	91.9899902374	105.984849224	130.823119198
AMPD1	502.2026387923	656.4131705606	100.4983939134	371.6020876074	96.8217817332
AMPD2	772.775564611	870.185287869	875.173962274	2061.249552157	2326.995762743
AMPD3	481.198215364	461.864407315	379.87113526	632.391908148	678.563710777
AMPH	258.7629972725	238.6541027626	161.0415911983	280.4680039973	194.0716183756
AMT	1001.567202912	940.505019503	428.214189596	957.792038465	473.987246324
AMZ2	1849.49770231	1768.744408672	1432.61150527	1432.242264075	1023.658571006
ANAPC10	286.670050101	314.878575201	323.227766294	246.0066418579	274.208868535
ANAPC13	2604.71257552	2552.16451016	1950.22560936	2742.72531117	2361.27272206
ANAPC2	425.83481675	486.191920135	448.570840687	317.909538919	326.157384616
ANAPC5	1412.61479896	1354.523042181	1076.312315008	1100.913081265	795.716850342
ANG	101.2221026045	136.2622765186	75.2294415174	68.4788660522	53.6526326597
ANGEL1	388.233148116	357.351685853	301.04191864	316.555743753	278.120361022
ANGEL2	432.558278254	415.449380084	379.297718248	418.24539856	350.846818049
ANGPT1	235.1126423474	239.92220346	165.0797008074	287.1219426664	225.053853586
ANGPT2	22.31276569255	18.6987668249	22.52125940275	28.1362240792	26.6942694363
ANGPT4	62.08556195346	68.90080855304	30.41372491666	43.0755311437	23.59065386754
ANGPTL2	202.2328596035	192.268448304	126.1352706225	200.3618615905	143.9085006765
ANGPTL3	46.69344945465	40.34918361848	33.78724616499	41.38915449969	29.72726279931
ANGPTL4	39.149383441	53.2837338377	57.0725737885	55.4197576052	73.5293041232
ANGPTL7	32.8664493518	26.3396662582	18.09818779681	29.74213824308	21.41251629647
ANK1	118.5432732787	106.8583017589	64.1257180672	91.9784898004	52.2917781838
ANK2	155.8414782489	139.2857637676	104.4463140679	170.322948397	126.8578575059
ANK3	185.8940150988	166.8732037309	121.7018910023	117.2188485522	81.4030584895
ANKFY1	358.355427551	370.986559148	384.101672791	333.497196787	370.183425028
ANKHD1	1326.507306492	1246.187743268	947.328171178	1481.651954843	1178.178722002
ANKLE2	329.96296899	342.084234713	318.19717761	293.909706267	323.317153628
ANKMY1	39.38372712002	29.31453380368	31.4590459805	46.6276105948	37.53934630528
ANKMY2	935.077316718	854.065688819	959.583121752	1032.131250651	971.708706985
ANKRA2	1234.468770387	1075.715076603	856.376808153	1184.515155412	822.842225894
ANKRD1	48.3200508084	47.98565344115	26.56332583085	45.7118414017	28.59522150205
ANKRD10	1399.214476976	1286.139016126	1104.507684062	1200.467849008	945.526255481
ANKRD11	415.3148120568	463.2426901362	519.7380945423	351.5714366544	411.97954497
ANKRD12	530.04774444	532.411990084	494.475624986	635.861658109	710.366990575
ANKRD17	561.662786468	592.34209981	697.432687359	449.00860475	559.274576832
ANKRD2	32.80480152111	42.57040779247	46.51763065053	23.09159288142	40.5947377499
ANKRD26	136.9847014407	133.4237374105	111.823052332	127.8437220154	109.4929976983
ANKRD27	606.421445561	605.254297739	734.839302747	678.966156185	732.175022144
ANKRD28	454.7385971858	488.228989045	327.9266763447	737.2587002877	533.6937299033
ANKRD46	293.371537068	294.567799506	353.46917335	293.035022227	332.677601586
ANKRD49	1106.125782874	1122.360481469	916.072046287	1073.260733791	899.468793693
ANKRD5	84.7139064739	84.11781658948	56.10961133549	48.69415812634	34.89056468336
ANKRD55	390.4561914231	477.4860912444	178.3515323201	380.4498958639	308.8237771253
ANKRD57	172.1341965525	189.9264369183	164.4953612945	158.0154617309	170.3658553343
ANKRD6	123.2502921922	127.5369421061	93.2233611795	174.1998413373	159.4531745047
ANKRD7	84.0516586046	90.9616853071	50.0856158783	76.8384135466	54.1235688205
ANKS1A	202.503116579	240.946666686	317.283024922	322.707088386	443.006271611
ANKS1B	67.1372285929	70.6144076458	50.378876475	69.2861736543	61.6306546862
ANKZF1	389.7926787143	489.5300713781	336.5109085801	207.9808329893	190.1633835634
ANO1	15.16111237678	15.78591878186	9.8636360149	20.52163055597	18.10132408058
ANO10	66.1873639205	97.3774394204	148.7493852603	114.7902081089	202.5209056127
ANO2	30.3602987397	35.6026404099	24.1947429579	40.784138841	40.2273418748
ANO3	43.2512940785	39.739773872	37.1782282996	52.7645440853	42.7830100589
ANP32A	178.5075774339	233.0047906561	262.7670715343	213.2108143689	306.867968398
ANP32B	5934.04622009	5287.23038525	3879.53311509	3816.6639128	2261.81557633
ANP32C	12.51109428193	11.70072311996	11.19775736975	10.98546103427	10.50754440737
ANP32D	25.20912813983	23.31179025198	32.11394578137	23.07034004921	24.44966841143
ANP32E	1088.78135045	975.92742243	1007.175609119	770.650605792	580.310437896
ANPEP	140.2120270977	385.9902703755	695.5018547736	927.8667843242	1866.272950347
ANTXR1	23.0667561568	18.9724987186	24.6018346863	29.2079034229	33.6882494398
ANXA1	2441.67511804	2845.744632056	5225.211032878	4722.875483758	5996.333117194
ANXA10	23.1254559612	22.6978007409	17.759655238	22.648792739	17.9876849213
ANXA11	959.564277873	982.809861379	961.966214844	1340.477658951	1516.193789098
ANXA13	75.6862775461	83.1127744092	46.0704249576	75.0205628124	52.6378328252
ANXA2	3493.530838195	3947.520623828	6350.006130621	3016.130312795	6264.976892301
ANXA2P1	63.9512562878	71.4707634354	84.5744569623	57.8781463829	80.7661485858
ANXA2P2	308.0049217412	354.5973403174	396.1225878468	266.2571470141	344.9251125235
ANXA2P3	121.2421596811	135.363018114	103.8372715177	106.1627338035	114.2801952324
ANXA3	97.3291262614	116.2886899257	144.5331805924	401.0916186505	436.2169465072
ANXA4	1237.169053601	1009.268268106	1312.130288089	1838.708442032	1766.192440405
ANXA5	2240.832897952	2638.196027676	3050.059746905	2657.542659532	4322.535170464
ANXA6	4023.706272074	3440.76656261	2955.02213501	2553.083653248	1456.7501553
ANXA7	1568.835502386	1554.21938377	1595.20157551	1445.486715819	1703.5212988
ANXA9	69.0147691797	55.4132868921	60.0301140746	86.0584738762	77.5318106329
AOAH	444.0986400312	723.3312624734	1968.2263159407	617.6992635729	1439.5348646958
AOC2	195.40996829	189.3657598724	130.5786530802	297.5120758222	261.6818206418
AOC3	74.4638435756	75.0891595408	74.1408431689	123.8561824153	132.762866003
AOC4	53.7913684307	62.7690360873	58.4200039804	63.1095900852	70.3896552081
AOX1	41.9698146163	41.0284740775	43.7578529536	35.9117750523	38.3217453632
AP1AR	229.106676176	233.2909130622	287.981447903	172.6478154622	216.6100649184
AP1B1	478.716720824	552.041188318	575.442358062	470.610264625	884.166359441
AP1G1	263.8584897296	359.274946042	413.546140883	513.0520955369	641.694064195
AP1G2	706.139923086	665.902636889	542.431301862	491.212281053	392.441303246
AP1M2	91.8902418531	88.3492130571	67.8203488823	111.7660297625	93.6703858942
AP1S1	158.0540519457	155.465989107	153.4245687605	117.1675079521	130.6911952997
AP1S2	1059.539759402	1198.511312455	1593.134148394	1111.168576651	1301.163447738
AP2A2	720.335087561	741.628143659	914.466364034	624.903956907	1372.223951789
