gene	sample	expression
TBCC	s3	961.562943428
TBCC	s4	899.660913353
TBCC	s5	923.285172037
TBCCD1	s1	163.542625765
TBCCD1	s2	164.0973969098
TBCCD1	s3	159.066815349
TBCCD1	s4	134.774553761
TBCCD1	s5	126.4654220176
TBCD	s1	160.6190623911
TBCD	s2	190.1834149712
TBCD	s3	244.225308704
TBCD	s4	99.9442618597
TBCD	s5	142.8393527725
TBCE	s1	146.2816434586
TBCE	s2	175.6277628238
TBCE	s3	178.844928454
TBCE	s4	116.9678685333
TBCE	s5	148.9441933956
TBK1	s1	931.113715284
TBK1	s2	1011.842804441
TBK1	s3	1292.892266571
TBK1	s4	1272.810452259
TBK1	s5	1585.187638614
TBKBP1	s1	53.0208883092
TBKBP1	s2	60.8986045688
TBKBP1	s3	87.2875918749
TBKBP1	s4	52.4530509408
TBKBP1	s5	85.9556821652
TBL1X	s1	317.8016796865
TBL1X	s2	382.7437887345
TBL1X	s3	518.5737773977
TBL1X	s4	490.9425988456
TBL1X	s5	599.5459952864
TBL1XR1	s1	379.462593954
TBL1XR1	s2	359.025230129
TBL1XR1	s3	421.895159762
TBL1XR1	s4	297.387821216
TBL1XR1	s5	351.179375658
TBL1Y	s1	89.0649367066
TBL1Y	s2	75.3016736965
TBL1Y	s3	74.2938542175
TBL1Y	s4	92.4137192361
TBL1Y	s5	73.7823094256
TBL2	s1	465.645081927
TBL2	s2	605.687510008
TBL2	s3	455.751046145
TBL2	s4	461.670153916
TBL2	s5	450.022859688
TBL3	s1	154.6367130229
TBL3	s2	169.2111383113
TBL3	s3	196.0531600114
TBL3	s4	113.3013870059
TBL3	s5	132.3428952621
TBP	s1	427.731287967
TBP	s2	446.53296311
TBP	s3	458.16177339
TBP	s4	446.352224127
TBP	s5	459.795697342
TBPL1	s1	1019.382310982
TBPL1	s2	855.983499094
TBPL1	s3	839.703411605
TBPL1	s4	854.398037007
TBPL1	s5	606.963606589
TBR1	s1	152.61042473964
TBR1	s2	121.82467537528
TBR1	s3	92.99567668696
TBR1	s4	156.20040998668
TBR1	s5	100.8622241807
TBRG4	s1	144.8888413425
TBRG4	s2	154.5556456239
TBRG4	s3	146.00947379550001
TBRG4	s4	93.3070751063
TBRG4	s5	116.840397288
TBX1	s1	49.8911940628
TBX1	s2	48.2906532046
TBX1	s3	51.3285761834
TBX1	s4	58.9657188942
TBX1	s5	57.634759255
TBX10	s1	143.7242937915
TBX10	s2	144.3162772981
TBX10	s3	118.9217700387
TBX10	s4	154.141157197
TBX10	s5	140.0576494778
TBX19	s1	56.3599947192
TBX19	s2	84.3250799568
TBX19	s3	129.0458576211
TBX19	s4	52.5848739815
TBX19	s5	148.2211477627
TBX2	s1	44.9553627114
TBX2	s2	51.8061365249
TBX2	s3	37.7862637069
TBX2	s4	35.9994561634
TBX2	s5	36.5618933193
TBX21	s1	792.390702539
TBX21	s2	752.16730478
TBX21	s3	1684.716895208
TBX21	s4	466.000074531
TBX21	s5	541.841085243
TBX3	s1	11.55889915336
TBX3	s2	12.24279311461
TBX3	s3	9.33373341165
TBX3	s4	11.23696900439
TBX3	s5	10.17081038119
TBX4	s1	35.6203122992
TBX4	s2	36.181299497
TBX4	s3	41.923355174
TBX4	s4	45.4584619717
TBX4	s5	48.5607848131
TBX5	s1	133.979243933
TBX5	s2	120.9908692234
TBX5	s3	88.1169476859
TBX5	s4	138.0537753163
TBX5	s5	102.5744644908
TBX6	s1	137.2509309027
TBX6	s2	131.4170208204
TBX6	s3	107.1013761187
TBX6	s4	134.2183604223
TBX6	s5	109.9915553684
TBXA2R	s1	235.397145934
TBXA2R	s2	226.337219441
TBXA2R	s3	165.442724002
TBXA2R	s4	250.654309743
TBXA2R	s5	201.14981822
TBXAS1	s1	183.9589416451
TBXAS1	s2	279.2565308205
TBXAS1	s3	565.0530848459
TBXAS1	s4	602.7118843938
TBXAS1	s5	1001.3853535866
TCAP	s1	51.4050925421
TCAP	s2	73.9632847679
TCAP	s3	72.7445437838
TCAP	s4	43.242772036
TCAP	s5	56.3666759974
TCEA2	s1	114.1937906609
TCEA2	s2	111.9182626187
TCEA2	s3	105.7340857907
TCEA2	s4	89.8788321583
TCEA2	s5	101.0200698029
TCEAL1	s1	642.491286491
TCEAL1	s2	618.124880428
TCEAL1	s3	561.513893829
TCEAL1	s4	592.775116028
TCEAL1	s5	597.941101955
TCEAL2	s1	64.7166013234
TCEAL2	s2	67.1990234514
TCEAL2	s3	46.1567793957
TCEAL2	s4	60.5225914386
TCEAL2	s5	46.6116443044
TCEAL4	s1	260.940174357
TCEAL4	s2	307.4108690704
TCEAL4	s3	356.21342288
TCEAL4	s4	331.9649064687
TCEAL4	s5	507.1404852788
TCEB1P3	s1	18.39496145915
TCEB1P3	s2	25.83109999912
TCEB1P3	s3	24.26349514533
TCEB1P3	s4	16.48844783333
TCEB1P3	s5	22.4324421986
TCEB2	s1	305.9882269228
TCEB2	s2	301.2327362414
TCEB2	s3	321.6851071746
TCEB2	s4	376.4942271278
TCEB2	s5	444.099497766
TCEB3	s1	683.923762931
TCEB3	s2	675.402310672
TCEB3	s3	562.237506028
TCEB3	s4	617.952014429
TCEB3	s5	507.889591319
TCEB3B	s1	355.749048436
TCEB3B	s2	301.4533037126
TCEB3B	s3	143.605146638
TCEB3B	s4	373.975053048
TCEB3B	s5	195.7281910398
TCERG1	s1	1204.094548716
TCERG1	s2	1118.20157498
TCERG1	s3	937.23032408
TCERG1	s4	947.038406349
TCERG1	s5	628.286065949
TCF12	s1	1053.258700012
TCF12	s2	924.302783216
TCF12	s3	904.503471841
TCF12	s4	905.222106487
TCF12	s5	758.746630753
TCF15	s1	44.1941995444
TCF15	s2	42.4752821976
TCF15	s3	38.8485506311
TCF15	s4	57.2432685784
TCF15	s5	49.2173945379
TCF20	s1	972.060321179
TCF20	s2	982.326656202
TCF20	s3	685.348793801
TCF20	s4	828.377419532
TCF20	s5	656.911218325
TCF21	s1	24.77264861484
TCF21	s2	24.89299420738
TCF21	s3	21.18006561517
TCF21	s4	24.78164136676
TCF21	s5	24.17504963979
TCF25	s1	1442.696523121
TCF25	s2	1602.439739346
TCF25	s3	1552.500534273
TCF25	s4	1142.000530706
TCF25	s5	1121.477102813
TCF3	s1	557.484202473
TCF3	s2	532.141605414
TCF3	s3	259.62411578
TCF3	s4	438.9984329107
TCF3	s5	201.031669311
TCF4	s1	1011.2678843624
TCF4	s2	746.1030124208
TCF4	s3	220.480537586
TCF4	s4	834.5478869766
TCF4	s5	242.4724058272
TCF7	s1	1403.335983998
TCF7	s2	1105.5274050228
TCF7	s3	663.1204597753
TCF7	s4	509.7306092842
TCF7	s5	235.1967479962
TCF7L1	s1	405.108937509
TCF7L1	s2	369.939878168
TCF7L1	s3	203.987667379
TCF7L1	s4	449.85839107
TCF7L1	s5	290.545865295
TCF7L2	s1	131.2610443136
TCF7L2	s2	145.3826131995
TCF7L2	s3	219.5938943677
TCF7L2	s4	168.5043631487
TCF7L2	s5	215.0894534812
TCFL5	s1	185.826184552
TCFL5	s2	180.9153498913
TCFL5	s3	292.0242534791
TCFL5	s4	198.9478727343
TCFL5	s5	274.1893062715
TCHH	s1	95.0799954051
TCHH	s2	88.166146952
TCHH	s3	61.4395018514
TCHH	s4	83.0769678931
TCHH	s5	50.3505324387
TCIRG1	s1	686.612468691
TCIRG1	s2	886.85453822
TCIRG1	s3	1461.82936104
TCIRG1	s4	1219.209492205
TCIRG1	s5	1935.306904575
TCL1A	s1	2438.1190294486
TCL1A	s2	2602.9487410574
TCL1A	s3	106.2856009515
TCL1A	s4	2309.1742034023
TCL1A	s5	149.7291180775
TCL1B	s1	117.6700518813
TCL1B	s2	120.2075661206
TCL1B	s3	43.1101336245
TCL1B	s4	98.8312411222
TCL1B	s5	39.0970527869
TCL6	s1	23.9184033191
TCL6	s2	24.6572732338
TCL6	s3	15.1071679438
TCL6	s4	23.5527603815
TCL6	s5	15.6570617421
TCN1	s1	248.1794915238
TCN1	s2	277.155917837
TCN1	s3	234.1897574783
TCN1	s4	511.3609881613
TCN1	s5	432.2584947061
TCN2	s1	229.153365261
TCN2	s2	267.101253748
TCN2	s3	238.059594935
TCN2	s4	262.545766659
TCN2	s5	375.779350107
TCOF1	s1	200.1153932604
TCOF1	s2	203.175939026
TCOF1	s3	217.308410087
TCOF1	s4	134.0360704005
TCOF1	s5	153.535149877
TCP1	s1	639.771504593
TCP1	s2	630.50172571
TCP1	s3	566.20182256
TCP1	s4	608.486416676
TCP1	s5	497.055403596
TCP11	s1	181.7635203911
TCP11	s2	165.5201115514
TCP11	s3	113.9304273672
TCP11	s4	180.1136420856
TCP11	s5	123.7281511154
TCP11L1	s1	119.3332172035
TCP11L1	s2	150.1256335192
TCP11L1	s3	142.4310085953
TCP11L1	s4	131.577667419
TCP11L1	s5	169.3651994092
TCTA	s1	747.837153666
TCTA	s2	712.901280722
TCTA	s3	579.822413189
TCTA	s4	790.549667174
TCTA	s5	654.470918019
TCTN1	s1	289.6600486249
TCTN1	s2	319.5779079284
TCTN1	s3	100.6485309637
TCTN1	s4	260.9186696478
TCTN1	s5	130.7551475863
TCTN2	s1	2211.159260474
TCTN2	s2	1657.059029648
TCTN2	s3	695.453005733
TCTN2	s4	2010.537790625
TCTN2	s5	691.17316086
TCTN3	s1	1085.41693935
TCTN3	s2	1099.332614951
TCTN3	s3	647.13572174
TCTN3	s4	959.756822455
TCTN3	s5	596.467572334
TDO2	s1	203.7359736849
TDO2	s2	174.5605680106
TDO2	s3	93.0609491176
TDO2	s4	215.315257069
TDO2	s5	121.5363327713
TDP1	s1	1386.603894864
TDP1	s2	1301.899795199
TDP1	s3	1162.8113714
TDP1	s4	1023.448224051
TDP1	s5	802.476542344
TDP2	s1	1504.816848962
TDP2	s2	1498.179429072
TDP2	s3	2114.632434118
TDP2	s4	2093.177726871
TDP2	s5	2887.82028629
TDRD1	s1	6.66327683353
TDRD1	s2	7.69425709344
TDRD1	s3	9.67728665887
TDRD1	s4	11.51453805417
TDRD1	s5	12.20015911537
TDRD3	s1	223.030786421
TDRD3	s2	270.563410487
TDRD3	s3	274.100218295
TDRD3	s4	383.6362602886
TDRD3	s5	358.659605324
TDRD7	s1	639.141821154
TDRD7	s2	712.888736422
TDRD7	s3	787.746505588
TDRD7	s4	775.415290538
TDRD7	s5	1019.893917088
TDRKH	s1	159.654442876
TDRKH	s2	143.5964647629
TDRKH	s3	109.9285133238
TDRKH	s4	160.6342713599
TDRKH	s5	133.5156310211
TEAD1	s1	128.2861887399
TEAD1	s2	124.2301732917
TEAD1	s3	69.4837560347
TEAD1	s4	125.676111485
TEAD1	s5	80.8857482497
TEAD3	s1	61.0485166077
TEAD3	s2	80.6859112022
TEAD3	s3	71.8458678649
TEAD3	s4	56.7959802077
TEAD3	s5	71.0000306873
TEAD4	s1	114.4434378219
TEAD4	s2	106.6462496146
TEAD4	s3	79.9714251734
TEAD4	s4	127.7625577411
TEAD4	s5	100.5581068815
TEC	s1	12.09022636376
TEC	s2	15.13815831743
TEC	s3	20.91531417899
TEC	s4	38.02364893584
TEC	s5	47.37132876988
TECPR2	s1	203.175075618
TECPR2	s2	224.840249408
TECPR2	s3	252.172663222
TECPR2	s4	428.231086398
TECPR2	s5	504.648603925
TECTA	s1	164.9398332545
TECTA	s2	149.4085486312
TECTA	s3	94.5741879238
TECTA	s4	180.6900262197
TECTA	s5	126.2684459873
TEF	s1	49.6042214296
TEF	s2	65.8834228016
TEF	s3	40.9368862207
TEF	s4	62.9368192544
TEF	s5	68.261976605
TEK	s1	50.6731076299
TEK	s2	58.9468577901
TEK	s3	38.6278760897
TEK	s4	66.9613158039
TEK	s5	55.8717246681
TEKT2	s1	24.92090369157
TEKT2	s2	29.97554969561
TEKT2	s3	39.38278556519
TEKT2	s4	27.35122131262
TEKT2	s5	33.9789152499
TELO2	s1	182.543012475
TELO2	s2	206.1324525268
TELO2	s3	191.062931723
TELO2	s4	124.898794362
TELO2	s5	137.2339886376
TENC1	s1	113.8255674544
TENC1	s2	122.9403531713
TENC1	s3	83.5537617256
TENC1	s4	109.5313010858
TENC1	s5	112.8084083034
TEP1	s1	33.94692836315
TEP1	s2	29.11956349893
TEP1	s3	62.64667301869
TEP1	s4	19.76857151908
TEP1	s5	36.340103138880004
TERF1	s1	288.704493526
TERF1	s2	333.676110796
TERF1	s3	447.411493866
TERF1	s4	262.236564013
TERF1	s5	337.922512211
TERF2	s1	997.198547969
TERF2	s2	877.624429617
TERF2	s3	800.584544473
TERF2	s4	793.25418192
TERF2	s5	679.277791055
TERF2IP	s1	2388.922487427
TERF2IP	s2	2163.76944001
TERF2IP	s3	1995.357339711
TERF2IP	s4	2169.742384007
TERF2IP	s5	1780.313558127
TERT	s1	36.6841869684
TERT	s2	51.4169447681
TERT	s3	50.04499552766
TERT	s4	27.85157074128
TERT	s5	40.56128722742
TES	s1	1615.995868114
TES	s2	1418.15289809
TES	s3	1585.895420551
TES	s4	1255.894849184
TES	s5	932.784602337
TESC	s1	353.063671026
TESC	s2	380.238428722
TESC	s3	481.0899751855
TESC	s4	612.9236857735
TESC	s5	567.4286171805
TESK1	s1	254.592684841
TESK1	s2	268.717698874
TESK1	s3	388.454261304
TESK1	s4	235.7449996928
TESK1	s5	376.251736863
TESK2	s1	990.052174764
TESK2	s2	880.358632633
TESK2	s3	367.739588634
TESK2	s4	1107.401422922
TESK2	s5	609.707639576
TET3	s1	76.521511217
TET3	s2	107.180894987
TET3	s3	164.8763587013
TET3	s4	132.8037105533
TET3	s5	212.7061780494
TEX10	s1	741.982314532
TEX10	s2	742.674117848
TEX10	s3	529.423732184
TEX10	s4	727.20193134
TEX10	s5	544.227772227
TEX11	s1	9.11128155369
TEX11	s2	10.45214381927
TEX11	s3	10.49347474174
TEX11	s4	10.17225889515
TEX11	s5	11.89799792009
TEX12	s1	15.019900045230001
TEX12	s2	14.77516049275
TEX12	s3	10.81110262235
TEX12	s4	13.61371185287
TEX12	s5	12.63428175839
TEX13A	s1	126.7167493623
TEX13A	s2	112.323356908
TEX13A	s3	56.3126486651
TEX13A	s4	121.2165775313
TEX13A	s5	68.9909076886
TEX13B	s1	166.8037376349
TEX13B	s2	175.3556593766
TEX13B	s3	131.0785307458
TEX13B	s4	211.7645642356
TEX13B	s5	185.9215596334
TEX14	s1	71.83876424924
TEX14	s2	86.01614768588
TEX14	s3	38.47981866882
TEX14	s4	55.80353045824
TEX14	s5	31.55552991226
TEX15	s1	163.563943901
TEX15	s2	151.0080776548
TEX15	s3	95.8367671257
TEX15	s4	174.3098271204
TEX15	s5	116.9204798705
TEX2	s1	278.6060278376
TEX2	s2	326.6476909486
TEX2	s3	404.7075978738
TEX2	s4	262.6005950281
TEX2	s5	402.4188586232
TEX261	s1	520.220731844
TEX261	s2	536.013454573
TEX261	s3	460.675403062
TEX261	s4	508.847387568
TEX261	s5	491.672779595
TEX264	s1	239.4914212696
TEX264	s2	245.129055754
TEX264	s3	285.056796654
TEX264	s4	168.0207367872
TEX264	s5	266.37450084
TF	s1	72.1946272254
TF	s2	59.0396145034
TF	s3	62.4084956762
TF	s4	60.9503871513
TF	s5	47.9950008182
TFAM	s1	398.912906484
TFAM	s2	400.905480555
TFAM	s3	394.512772423
TFAM	s4	310.297910794
TFAM	s5	279.730300893
TFAP2A	s1	118.5739799639
TFAP2A	s2	115.5992047462
TFAP2A	s3	69.0530085673
TFAP2A	s4	120.2705671355
TFAP2A	s5	84.0822782859
TFAP2B	s1	25.56245615244
TFAP2B	s2	26.372619763
TFAP2B	s3	21.29564361084
TFAP2B	s4	23.0361620026
TFAP2B	s5	24.18096310258
TFAP2C	s1	76.6984052041
TFAP2C	s2	70.5438489333
TFAP2C	s3	60.7251629342
TFAP2C	s4	92.7931331157
TFAP2C	s5	90.4142649427
TFAP4	s1	190.9709536932
TFAP4	s2	163.2057165602
TFAP4	s3	133.7855447457
TFAP4	s4	241.4085322426
TFAP4	s5	185.9026443526
TFB1M	s1	361.487590337
TFB1M	s2	402.673363607
TFB1M	s3	366.505458544
TFB1M	s4	324.906356335
TFB1M	s5	324.890936479
TFB2M	s1	814.981314853
TFB2M	s2	863.044223936
TFB2M	s3	756.339389112
TFB2M	s4	632.206921608
TFB2M	s5	499.281799207
TFCP2	s1	355.846863797
TFCP2	s2	385.926390263
TFCP2	s3	404.593985172
TFCP2	s4	310.178335592
TFCP2	s5	390.201691109
TFCP2L1	s1	680.2121696884
TFCP2L1	s2	511.2562998164
TFCP2L1	s3	220.7091836334
TFCP2L1	s4	679.3216408244
TFCP2L1	s5	295.6440789502
TFDP1	s1	919.864689181
TFDP1	s2	956.192252426
TFDP1	s3	681.895693698
TFDP1	s4	968.554748073
TFDP1	s5	835.115144694
TFDP2	s1	229.0953414368
TFDP2	s2	280.357278483
TFDP2	s3	313.9015062126
TFDP2	s4	306.1435495914
TFDP2	s5	321.1231928572
TFDP3	s1	14.67086422891
TFDP3	s2	20.39454908375
TFDP3	s3	21.16884298478
TFDP3	s4	21.4353093196
TFDP3	s5	41.99253795498
TFE3	s1	333.831367147
TFE3	s2	465.029056016
TFE3	s3	600.124896823
TFE3	s4	690.984293307
TFE3	s5	999.000357275
TFEB	s1	304.8433608239
TFEB	s2	278.83785238
TFEB	s3	355.6384813693
TFEB	s4	520.2524022777
TFEB	s5	575.6579764433
TFEC	s1	318.789760131
TFEC	s2	474.5145487832
TFEC	s3	766.3558453524
TFEC	s4	403.1376678236
TFEC	s5	1326.0612773255
TFF1	s1	225.3801402418
TFF1	s2	183.246533574
TFF1	s3	142.7649852934
TFF1	s4	257.8053772318
TFF1	s5	194.9028642803
TFF2	s1	28.8158489563
TFF2	s2	31.6708878751
TFF2	s3	32.1487004876
TFF2	s4	27.9957149576
TFF2	s5	29.7678107814
TFF3	s1	128.4146195569
TFF3	s2	115.0657203974
TFF3	s3	64.2939010974
TFF3	s4	179.2269091455
TFF3	s5	133.4744458542
TFG	s1	1679.8422345
TFG	s2	2131.07606781
TFG	s3	1739.07460822
TFG	s4	2173.36488996
TFG	s5	2281.78294752
TFIP11	s1	390.427062208
TFIP11	s2	454.311386711
TFIP11	s3	603.421112264
TFIP11	s4	446.419133264
TFIP11	s5	579.712444703
TFPI	s1	54.089352109
TFPI	s2	52.0341136805
TFPI	s3	54.1917456582
TFPI	s4	76.5232261705
TFPI	s5	82.1156369973
TFPI2	s1	34.80023091957
TFPI2	s2	41.0933245735
TFPI2	s3	33.80578623221
TFPI2	s4	44.57892721277
TFPI2	s5	56.71824699227
TFPT	s1	353.829508301
TFPT	s2	396.16332409300003
TFPT	s3	398.867073804
TFPT	s4	261.086585004
TFPT	s5	377.682606929
TFR2	s1	66.9596110267
TFR2	s2	67.8338227305
TFR2	s3	73.9331709156
TFR2	s4	42.5441102931
TFR2	s5	47.4336681026
TFRC	s1	2577.882831871
TFRC	s2	3421.26532769
TFRC	s3	4159.879722553
TFRC	s4	3616.798814202
TFRC	s5	6470.768294724
TG	s1	157.4840648479
TG	s2	161.225840892
TG	s3	139.3858266918
TG	s4	213.6824658712
TG	s5	201.81410202
TGDS	s1	524.929275219
TGDS	s2	535.629831179
TGDS	s3	468.408785217
TGDS	s4	498.221074359
TGDS	s5	425.126011144
TGFA	s1	147.5869369868
TGFA	s2	151.4374399413
TGFA	s3	139.8832694259
TGFA	s4	286.1814927166
TGFA	s5	305.1049984676
TGFB1	s1	693.816436171
TGFB1	s2	786.400864227
TGFB1	s3	1054.672458212
TGFB1	s4	657.728244787
TGFB1	s5	963.950849462
TGFB1I1	s1	120.8899751276
TGFB1I1	s2	124.2391496691
TGFB1I1	s3	87.3962976296
TGFB1I1	s4	151.9832899975
TGFB1I1	s5	125.1997393138
TGFB2	s1	120.4002385566
TGFB2	s2	101.7000091184
TGFB2	s3	66.2291757031
TGFB2	s4	118.8375859193
TGFB2	s5	75.1001408728
TGFB3	s1	391.361786943
TGFB3	s2	364.409202111
TGFB3	s3	278.467855919
TGFB3	s4	430.326913342
TGFB3	s5	327.711041466
TGFBI	s1	461.4011082617
TGFBI	s2	1568.8698891441
TGFBI	s3	2775.5867232157
TGFBI	s4	983.8330250321
TGFBI	s5	4475.39430873
TGFBR1	s1	260.6214939929
TGFBR1	s2	229.4028526248
TGFBR1	s3	216.1244946931
TGFBR1	s4	275.7026736033
TGFBR1	s5	228.622756999
TGFBR2	s1	802.230596106
TGFBR2	s2	786.457430789
TGFBR2	s3	686.410524016
TGFBR2	s4	1085.741091403
TGFBR2	s5	1054.703245698
TGFBR3	s1	688.937497951
TGFBR3	s2	538.9589679944
TGFBR3	s3	1771.2173689157
TGFBR3	s4	282.4251443729
TGFBR3	s5	487.4615011071
TGFBRAP1	s1	180.0329004364
TGFBRAP1	s2	162.3070396349
TGFBRAP1	s3	221.8513163798
TGFBRAP1	s4	100.0017710622
TGFBRAP1	s5	113.2778249471
TGIF1	s1	364.6112071823
TGIF1	s2	452.8437679859
TGIF1	s3	440.3451515311
TGIF1	s4	936.3395448018
TGIF1	s5	1119.399804694
TGIF2	s1	409.859052417
TGIF2	s2	427.856644906
TGIF2	s3	320.981780506
TGIF2	s4	350.96319086
TGIF2	s5	308.585509074
TGM1	s1	10.9832497788
TGM1	s2	12.98477015236
TGM1	s3	11.21014969253
TGM1	s4	10.60357066257
TGM1	s5	10.98650287039
TGM2	s1	48.5900938326
TGM2	s2	76.4867488974
TGM2	s3	132.0642141965
TGM2	s4	53.4503435567
TGM2	s5	199.5309091512
TGM3	s1	180.9050478905
TGM3	s2	151.7133664156
TGM3	s3	132.1726108026
TGM3	s4	256.8858533666
TGM3	s5	228.6656999298
TGM4	s1	108.398257376
TGM4	s2	106.376928782
TGM4	s3	86.0887051426
TGM4	s4	110.8272807442
TGM4	s5	96.1430481668
TGM5	s1	150.7458197711
TGM5	s2	196.2455279715
TGM5	s3	69.6611465789
TGM5	s4	143.5912951809
TGM5	s5	94.8914188939
TGOLN2	s1	1205.535023279
TGOLN2	s2	1158.026909596
TGOLN2	s3	1198.437927329
TGOLN2	s4	1207.270955735
TGOLN2	s5	1228.438592727
TGS1	s1	498.913147997
TGS1	s2	498.618636018
TGS1	s3	441.42517134
TGS1	s4	499.778269296
TGS1	s5	436.128956077
TH	s1	40.1253453016
TH	s2	44.5196306935
TH	s3	48.6689543976
TH	s4	41.8114098779
TH	s5	49.6962892449
TH1L	s1	1634.438067825
TH1L	s2	1476.254414954
TH1L	s3	1321.647607686
TH1L	s4	1157.770551589
TH1L	s5	791.165860075
THADA	s1	472.665399604
THADA	s2	392.347492344
THADA	s3	427.562496259
THADA	s4	341.078488103
THADA	s5	309.923728336
THAP1	s1	171.33255282348
THAP1	s2	189.6259022906
THAP1	s3	230.4472800466
THAP1	s4	173.94328961787
THAP1	s5	224.4498508475
THAP10	s1	282.9040482001
THAP10	s2	228.8970721344
THAP10	s3	116.6870688465
THAP10	s4	285.0393359117
THAP10	s5	137.1024428046
THAP11	s1	766.572553369
THAP11	s2	691.143789656
THAP11	s3	666.943297729
THAP11	s4	488.480704505
THAP11	s5	426.167443133
THAP4	s1	353.816165727
THAP4	s2	364.487438647
THAP4	s3	303.712885531
THAP4	s4	269.264454506
THAP4	s5	248.406668901
THAP7	s1	436.641690438
THAP7	s2	434.466795962
THAP7	s3	402.583044277
THAP7	s4	325.629146265
THAP7	s5	315.027733055
THAP9	s1	18.26772687806
THAP9	s2	22.91330939666
THAP9	s3	12.38350982346
THAP9	s4	19.22886739581
THAP9	s5	14.47156811867
THBD	s1	60.3006483443
THBD	s2	69.8902479103
THBD	s3	83.4108824477
THBD	s4	287.6680836902
THBD	s5	346.297057082
THBS1	s1	29.5933393046
THBS1	s2	102.3721694285
THBS1	s3	93.7919391092
THBS1	s4	450.3436436258
THBS1	s5	544.497283705
THBS2	s1	106.2105796676
THBS2	s2	92.9120766228
THBS2	s3	50.4842987545
THBS2	s4	121.5524022781
THBS2	s5	97.9254160444
THBS3	s1	173.9405411826
THBS3	s2	181.783460003
THBS3	s3	148.4349972334
THBS3	s4	203.0342681947
THBS3	s5	215.1561635072
THBS4	s1	198.878284622
THBS4	s2	219.96281923
THBS4	s3	134.067080681
THBS4	s4	327.409347695
THBS4	s5	300.4042856
THEG	s1	16.7896600762
THEG	s2	18.7265436488
THEG	s3	21.056185191
THEG	s4	19.0102185099
THEG	s5	24.3589329035
THG1L	s1	289.294843529
THG1L	s2	332.662264414
THG1L	s3	259.196498034
THG1L	s4	264.191172887
THG1L	s5	248.334131416
THNSL1	s1	35.40133175105
THNSL1	s2	40.413908176
THNSL1	s3	25.63459482297
THNSL1	s4	38.3827420738
THNSL1	s5	31.52206335251
THNSL2	s1	140.5378810737
THNSL2	s2	135.1229286427
THNSL2	s3	108.5237164402
THNSL2	s4	128.159891294
THNSL2	s5	121.6030458407
THOC1	s1	680.597574568
THOC1	s2	720.043774117
THOC1	s3	701.454906649
THOC1	s4	645.142107675
THOC1	s5	650.674940786
THOC2	s1	749.552581645
THOC2	s2	733.445585462
THOC2	s3	743.159973904
THOC2	s4	532.635982416
THOC2	s5	519.191323685
THOC5	s1	482.800952413
THOC5	s2	507.987170619
THOC5	s3	507.483711825
THOC5	s4	671.810733793
THOC5	s5	726.90550523700006
THOC6	s1	282.74000953226
THOC6	s2	305.5326306894
THOC6	s3	370.286108831
THOC6	s4	208.17515355919
THOC6	s5	288.351173749
THOC7	s1	961.690829251
THOC7	s2	924.963003327
THOC7	s3	860.819533537
THOC7	s4	894.971230288
THOC7	s5	798.099298707
THOP1	s1	91.91176080094
THOP1	s2	106.5188682431
THOP1	s3	125.5484347519
THOP1	s4	48.69876443394
THOP1	s5	90.632416405
THPO	s1	30.1072497218
THPO	s2	31.589771067
THPO	s3	22.1962198945
THPO	s4	35.4923540999
THPO	s5	29.6265153028
THRA	s1	104.1453990234
THRA	s2	104.7157940303
THRA	s3	93.3831299219
THRA	s4	97.7509582741
THRA	s5	92.783855998799993
THRAP3	s1	53.2821867759
THRAP3	s2	51.4000449898
THRAP3	s3	77.8382795123
THRAP3	s4	38.8846803485
THRAP3	s5	63.9057956394
THRB	s1	734.087259166
THRB	s2	641.194403126
THRB	s3	290.707356778
THRB	s4	713.056619212
THRB	s5	349.432312033
THSD4	s1	115.6571610705
THSD4	s2	107.071409462
THSD4	s3	82.2922198207
THSD4	s4	143.5495061227
THSD4	s5	124.5558195345
THSD7A	s1	125.81500903835
THSD7A	s2	112.6396819711
THSD7A	s3	67.07590456685
THSD7A	s4	113.86117573215
THSD7A	s5	64.10946792085
THTPA	s1	382.938187641
THTPA	s2	388.588482516
THTPA	s3	404.009891006
THTPA	s4	336.727065206
THTPA	s5	363.39671842
THUMPD1	s1	964.687067558
THUMPD1	s2	937.99011487
THUMPD1	s3	746.733809175
THUMPD1	s4	766.583112826
THUMPD1	s5	589.843646752
THUMPD2	s1	430.741225467
THUMPD2	s2	446.734702939
THUMPD2	s3	354.119880963
THUMPD2	s4	364.348525579
THUMPD2	s5	301.658507258
THY1	s1	187.7683155739
THY1	s2	191.293306402
THY1	s3	136.7409602767
THY1	s4	201.3254394444
THY1	s5	162.9265787174
THYN1	s1	845.889484161
THYN1	s2	909.818175101
THYN1	s3	746.203669147
THYN1	s4	623.1881401
THYN1	s5	604.165731208
TIA1	s1	818.715451649
TIA1	s2	782.933185405
TIA1	s3	678.017251088
TIA1	s4	694.825715091
TIA1	s5	593.544707889
TIAL1	s1	302.941711313
TIAL1	s2	323.311287897
TIAL1	s3	282.239313866
TIAL1	s4	304.910035246
TIAL1	s5	294.017090527
TIAM1	s1	537.6699586986
TIAM1	s2	716.6424072002
TIAM1	s3	823.789459379
TIAM1	s4	349.9457474092
TIAM1	s5	597.7381448704
TICAM1	s1	165.0381192178
TICAM1	s2	184.228709267
TICAM1	s3	186.2561167388
